experiment_id,experiment,total_cost_per_req,compute_per_req,network_per_req,storage_per_req,penalty_per_req,avg_served_reqs,avg_dropped_reqs,avg_min_p95_ttft_sec
1,Experiment 1 (SP1+SP2),0.0018726883562442133,0.0011040571443134567,9.73029075550302e-05,1.7550561473814708e-06,0.0006463075348488561,27213.0,7472.5,4.012218856811524
2,Experiment 2 (SP1+SP2 w/o semantic),0.0019845948819790958,0.001030259610276828,0.0001539217528291252,2.2871471723200994e-06,0.0007683513751788528,25735.0,8860.5,5.30991005897522
3,Experiment 3 (SP1+Random),0.002513701697917998,0.0012432769500052008,0.0001534847524067562,2.2806537153398283e-06,0.001085547933360235,22140.0,12554.0,1.6661352276802064
5,Experiment 4 (Dlora),0.003290462072899308,0.0012204004247677131,0.0006713114754098361,3.6065573770491807e-07,0.0012522295081967211,17769.0,12731.0,3.530155527591705
6,Experiment 5 (Slora),0.003375733110882098,0.0010199916404849327,0.0009198010163801232,3.066003387933744e-07,0.0013418747077715521,18027.0,14588.75,4.916919016838073
